Stationsnamn;Klimatnummer;Mäthöjd (meter över marken)
Norrköping;86360;2.0

Parameternamn;Beskrivning;Enhet
Lufttemperatur;medelvärde 1 dygn, 1 gång/dygn, kl 00;degree celsius

Tidsperiod (fr.o.m);Tidsperiod (t.o.m);Höjd (meter över havet);Latitud (decimalgrader);Longitud (decimalgrader)
1961-01-01 00:00:00;1964-04-30 23:59:59;3.0;58.606;16.2127

Från Datum Tid (UTC);Till Datum Tid (UTC);Representativt dygn;Lufttemperatur;Kvalitet;;Tidsutsnitt:
1962-10-31 00:00:01;1962-11-01 00:00:00;1962-10-31;7.7;Y
1962-11-01 00:00:01;1962-11-02 00:00:00;1962-11-01;5.2;Y
1962-11-02 00:00:01;1962-11-03 00:00:00;1962-11-02;2.3;Y
1962-11-03 00:00:01;1962-11-04 00:00:00;1962-11-03;5.5;Y
1962-11-04 00:00:01;1962-11-05 00:00:00;1962-11-04;8.4;Y
1962-11-05 00:00:01;1962-11-06 00:00:00;1962-11-05;9.2;Y
1962-11-06 00:00:01;1962-11-07 00:00:00;1962-11-06;7.7;Y
1962-11-07 00:00:01;1962-11-08 00:00:00;1962-11-07;6.5;Y
1962-11-08 00:00:01;1962-11-09 00:00:00;1962-11-08;6.2;Y
1962-11-09 00:00:01;1962-11-10 00:00:00;1962-11-09;4.4;Y
1962-11-10 00:00:01;1962-11-11 00:00:00;1962-11-10;2.5;Y
1962-11-11 00:00:01;1962-11-12 00:00:00;1962-11-11;1.8;Y
1962-11-12 00:00:01;1962-11-13 00:00:00;1962-11-12;4.1;Y
1962-11-13 00:00:01;1962-11-14 00:00:00;1962-11-13;2.4;Y
1962-11-14 00:00:01;1962-11-15 00:00:00;1962-11-14;3.6;Y
1962-11-15 00:00:01;1962-11-16 00:00:00;1962-11-15;4.4;Y
1962-11-16 00:00:01;1962-11-17 00:00:00;1962-11-16;0.1;Y
1962-11-17 00:00:01;1962-11-18 00:00:00;1962-11-17;-2.0;Y
1962-11-18 00:00:01;1962-11-19 00:00:00;1962-11-18;-1.6;Y
1962-11-19 00:00:01;1962-11-20 00:00:00;1962-11-19;1.2;Y
1962-11-20 00:00:01;1962-11-21 00:00:00;1962-11-20;0.3;Y
1962-11-21 00:00:01;1962-11-22 00:00:00;1962-11-21;0.4;Y
1962-11-22 00:00:01;1962-11-23 00:00:00;1962-11-22;-0.2;Y
1962-11-23 00:00:01;1962-11-24 00:00:00;1962-11-23;-4.0;Y
1962-11-24 00:00:01;1962-11-25 00:00:00;1962-11-24;-5.4;Y
1962-11-25 00:00:01;1962-11-26 00:00:00;1962-11-25;0.3;Y
1962-11-26 00:00:01;1962-11-27 00:00:00;1962-11-26;3.3;Y
1962-11-27 00:00:01;1962-11-28 00:00:00;1962-11-27;2.6;Y
1962-11-28 00:00:01;1962-11-29 00:00:00;1962-11-28;1.0;Y
1962-11-29 00:00:01;1962-11-30 00:00:00;1962-11-29;-3.5;Y
1962-11-30 00:00:01;1962-12-01 00:00:00;1962-11-30;-4.8;Y
1962-12-01 00:00:01;1962-12-02 00:00:00;1962-12-01;-5.6;Y
1962-12-02 00:00:01;1962-12-03 00:00:00;1962-12-02;1.8;Y
1962-12-03 00:00:01;1962-12-04 00:00:00;1962-12-03;3.5;Y
1962-12-04 00:00:01;1962-12-05 00:00:00;1962-12-04;3.1;Y
1962-12-05 00:00:01;1962-12-06 00:00:00;1962-12-05;2.1;Y
1962-12-06 00:00:01;1962-12-07 00:00:00;1962-12-06;4.2;Y
1962-12-07 00:00:01;1962-12-08 00:00:00;1962-12-07;1.2;Y
1962-12-08 00:00:01;1962-12-09 00:00:00;1962-12-08;-1.5;Y
1962-12-09 00:00:01;1962-12-10 00:00:00;1962-12-09;4.0;Y
1962-12-10 00:00:01;1962-12-11 00:00:00;1962-12-10;1.4;Y
1962-12-11 00:00:01;1962-12-12 00:00:00;1962-12-11;-1.8;Y
1962-12-12 00:00:01;1962-12-13 00:00:00;1962-12-12;2.6;Y
1962-12-13 00:00:01;1962-12-14 00:00:00;1962-12-13;0.8;Y
1962-12-14 00:00:01;1962-12-15 00:00:00;1962-12-14;-6.0;Y
1962-12-15 00:00:01;1962-12-16 00:00:00;1962-12-15;0.0;Y
1962-12-16 00:00:01;1962-12-17 00:00:00;1962-12-16;-0.7;Y
1962-12-17 00:00:01;1962-12-18 00:00:00;1962-12-17;-5.2;Y
1962-12-18 00:00:01;1962-12-19 00:00:00;1962-12-18;-10.5;Y
1962-12-19 00:00:01;1962-12-20 00:00:00;1962-12-19;-7.6;Y
1962-12-20 00:00:01;1962-12-21 00:00:00;1962-12-20;-10.5;Y
1962-12-21 00:00:01;1962-12-22 00:00:00;1962-12-21;-7.1;Y
1962-12-22 00:00:01;1962-12-23 00:00:00;1962-12-22;-10.4;Y
1962-12-23 00:00:01;1962-12-24 00:00:00;1962-12-23;-4.1;Y
1962-12-24 00:00:01;1962-12-25 00:00:00;1962-12-24;-1.8;Y
1962-12-25 00:00:01;1962-12-26 00:00:00;1962-12-25;-4.9;Y
1962-12-26 00:00:01;1962-12-27 00:00:00;1962-12-26;-1.7;Y
1962-12-27 00:00:01;1962-12-28 00:00:00;1962-12-27;-7.1;Y
1962-12-28 00:00:01;1962-12-29 00:00:00;1962-12-28;-7.1;Y
1962-12-29 00:00:01;1962-12-30 00:00:00;1962-12-29;-4.6;Y
1962-12-30 00:00:01;1962-12-31 00:00:00;1962-12-30;-9.6;Y
1962-12-31 00:00:01;1963-01-01 00:00:00;1962-12-31;-14.0;Y
1963-01-01 00:00:01;1963-01-02 00:00:00;1963-01-01;-4.6;Y
1963-01-02 00:00:01;1963-01-03 00:00:00;1963-01-02;-8.3;Y
1963-01-03 00:00:01;1963-01-04 00:00:00;1963-01-03;-13.0;Y
1963-01-04 00:00:01;1963-01-05 00:00:00;1963-01-04;-6.8;Y
1963-01-05 00:00:01;1963-01-06 00:00:00;1963-01-05;-3.7;Y
1963-01-06 00:00:01;1963-01-07 00:00:00;1963-01-06;-7.0;Y
1963-01-07 00:00:01;1963-01-08 00:00:00;1963-01-07;-14.1;Y
1963-01-08 00:00:01;1963-01-09 00:00:00;1963-01-08;-9.8;Y
1963-01-09 00:00:01;1963-01-10 00:00:00;1963-01-09;-14.8;Y
1963-01-10 00:00:01;1963-01-11 00:00:00;1963-01-10;-13.8;Y
1963-01-11 00:00:01;1963-01-12 00:00:00;1963-01-11;-14.2;Y
1963-01-12 00:00:01;1963-01-13 00:00:00;1963-01-12;-12.3;Y
1963-01-13 00:00:01;1963-01-14 00:00:00;1963-01-13;-6.8;Y
1963-01-14 00:00:01;1963-01-15 00:00:00;1963-01-14;-10.6;Y
1963-01-15 00:00:01;1963-01-16 00:00:00;1963-01-15;-11.2;Y
1963-01-16 00:00:01;1963-01-17 00:00:00;1963-01-16;-10.1;Y
1963-01-17 00:00:01;1963-01-18 00:00:00;1963-01-17;-12.2;Y
1963-01-18 00:00:01;1963-01-19 00:00:00;1963-01-18;-11.1;Y
1963-01-19 00:00:01;1963-01-20 00:00:00;1963-01-19;-2.1;Y
1963-01-20 00:00:01;1963-01-21 00:00:00;1963-01-20;-7.4;Y
1963-01-21 00:00:01;1963-01-22 00:00:00;1963-01-21;-8.9;Y
1963-01-22 00:00:01;1963-01-23 00:00:00;1963-01-22;-3.7;Y
1963-01-23 00:00:01;1963-01-24 00:00:00;1963-01-23;-6.6;Y
1963-01-24 00:00:01;1963-01-25 00:00:00;1963-01-24;-6.7;Y
1963-01-25 00:00:01;1963-01-26 00:00:00;1963-01-25;-8.2;Y
1963-01-26 00:00:01;1963-01-27 00:00:00;1963-01-26;-1.0;Y
1963-01-27 00:00:01;1963-01-28 00:00:00;1963-01-27;-3.9;Y
1963-01-28 00:00:01;1963-01-29 00:00:00;1963-01-28;-5.5;Y
1963-01-29 00:00:01;1963-01-30 00:00:00;1963-01-29;-5.6;Y
1963-01-30 00:00:01;1963-01-31 00:00:00;1963-01-30;-6.0;Y
1963-01-31 00:00:01;1963-02-01 00:00:00;1963-01-31;-5.9;Y
1963-02-01 00:00:01;1963-02-02 00:00:00;1963-02-01;-8.8;Y
1963-02-02 00:00:01;1963-02-03 00:00:00;1963-02-02;-7.7;Y
1963-02-03 00:00:01;1963-02-04 00:00:00;1963-02-03;-3.7;Y
1963-02-04 00:00:01;1963-02-05 00:00:00;1963-02-04;-4.7;Y
1963-02-05 00:00:01;1963-02-06 00:00:00;1963-02-05;-9.0;Y
1963-02-06 00:00:01;1963-02-07 00:00:00;1963-02-06;-11.1;Y
1963-02-07 00:00:01;1963-02-08 00:00:00;1963-02-07;-10.1;Y
1963-02-08 00:00:01;1963-02-09 00:00:00;1963-02-08;-7.3;Y
1963-02-09 00:00:01;1963-02-10 00:00:00;1963-02-09;-7.9;Y
1963-02-10 00:00:01;1963-02-11 00:00:00;1963-02-10;-4.8;Y
1963-02-11 00:00:01;1963-02-12 00:00:00;1963-02-11;-3.3;Y
1963-02-12 00:00:01;1963-02-13 00:00:00;1963-02-12;-3.2;Y
1963-02-13 00:00:01;1963-02-14 00:00:00;1963-02-13;-2.0;Y
1963-02-14 00:00:01;1963-02-15 00:00:00;1963-02-14;-5.0;Y
1963-02-15 00:00:01;1963-02-16 00:00:00;1963-02-15;-7.5;Y
1963-02-16 00:00:01;1963-02-17 00:00:00;1963-02-16;-7.7;Y
1963-02-17 00:00:01;1963-02-18 00:00:00;1963-02-17;-8.5;Y
1963-02-18 00:00:01;1963-02-19 00:00:00;1963-02-18;-18.4;Y
1963-02-19 00:00:01;1963-02-20 00:00:00;1963-02-19;-20.2;Y
1963-02-20 00:00:01;1963-02-21 00:00:00;1963-02-20;-13.5;Y
1963-02-21 00:00:01;1963-02-22 00:00:00;1963-02-21;-9.4;Y
1963-02-22 00:00:01;1963-02-23 00:00:00;1963-02-22;-6.7;Y
1963-02-23 00:00:01;1963-02-24 00:00:00;1963-02-23;-5.3;Y
1963-02-24 00:00:01;1963-02-25 00:00:00;1963-02-24;-1.7;Y
1963-02-25 00:00:01;1963-02-26 00:00:00;1963-02-25;-3.5;Y
1963-02-26 00:00:01;1963-02-27 00:00:00;1963-02-26;-2.5;Y
1963-02-27 00:00:01;1963-02-28 00:00:00;1963-02-27;-1.7;Y
1963-02-28 00:00:01;1963-03-01 00:00:00;1963-02-28;-6.3;Y
1963-03-01 00:00:01;1963-03-02 00:00:00;1963-03-01;-4.3;Y
1963-03-02 00:00:01;1963-03-03 00:00:00;1963-03-02;-5.8;Y
1963-03-03 00:00:01;1963-03-04 00:00:00;1963-03-03;-0.0;Y
1963-03-04 00:00:01;1963-03-05 00:00:00;1963-03-04;-0.4;Y
1963-03-05 00:00:01;1963-03-06 00:00:00;1963-03-05;-4.7;Y
1963-03-06 00:00:01;1963-03-07 00:00:00;1963-03-06;0.9;Y
1963-03-07 00:00:01;1963-03-08 00:00:00;1963-03-07;4.2;Y
1963-03-08 00:00:01;1963-03-09 00:00:00;1963-03-08;0.5;Y
1963-03-09 00:00:01;1963-03-10 00:00:00;1963-03-09;-6.4;Y
1963-03-10 00:00:01;1963-03-11 00:00:00;1963-03-10;-5.0;Y
1963-03-11 00:00:01;1963-03-12 00:00:00;1963-03-11;-0.8;Y
1963-03-12 00:00:01;1963-03-13 00:00:00;1963-03-12;-0.9;Y
1963-03-13 00:00:01;1963-03-14 00:00:00;1963-03-13;-6.0;Y
1963-03-14 00:00:01;1963-03-15 00:00:00;1963-03-14;-8.8;Y
1963-03-15 00:00:01;1963-03-16 00:00:00;1963-03-15;-7.8;Y
1963-03-16 00:00:01;1963-03-17 00:00:00;1963-03-16;-3.9;Y
1963-03-17 00:00:01;1963-03-18 00:00:00;1963-03-17;-2.5;Y
1963-03-18 00:00:01;1963-03-19 00:00:00;1963-03-18;-2.5;Y
1963-03-19 00:00:01;1963-03-20 00:00:00;1963-03-19;-5.4;Y
1963-03-20 00:00:01;1963-03-21 00:00:00;1963-03-20;-6.3;Y
1963-03-21 00:00:01;1963-03-22 00:00:00;1963-03-21;-7.6;Y
1963-03-22 00:00:01;1963-03-23 00:00:00;1963-03-22;-3.7;Y
1963-03-23 00:00:01;1963-03-24 00:00:00;1963-03-23;-2.3;Y
1963-03-24 00:00:01;1963-03-25 00:00:00;1963-03-24;2.2;Y
1963-03-25 00:00:01;1963-03-26 00:00:00;1963-03-25;2.2;Y
1963-03-26 00:00:01;1963-03-27 00:00:00;1963-03-26;-3.1;Y
1963-03-27 00:00:01;1963-03-28 00:00:00;1963-03-27;-4.6;Y
1963-03-28 00:00:01;1963-03-29 00:00:00;1963-03-28;-1.3;Y
1963-03-29 00:00:01;1963-03-30 00:00:00;1963-03-29;-1.0;Y
1963-03-30 00:00:01;1963-03-31 00:00:00;1963-03-30;-3.1;Y
1963-03-31 00:00:01;1963-04-01 00:00:00;1963-03-31;-1.7;Y
1963-04-01 00:00:01;1963-04-02 00:00:00;1963-04-01;-2.2;Y
1963-04-02 00:00:01;1963-04-03 00:00:00;1963-04-02;-1.1;Y
1963-04-03 00:00:01;1963-04-04 00:00:00;1963-04-03;2.7;Y
1963-04-04 00:00:01;1963-04-05 00:00:00;1963-04-04;2.3;Y
1963-04-05 00:00:01;1963-04-06 00:00:00;1963-04-05;1.2;Y
1963-04-06 00:00:01;1963-04-07 00:00:00;1963-04-06;1.0;Y
1963-04-07 00:00:01;1963-04-08 00:00:00;1963-04-07;5.0;Y
1963-04-08 00:00:01;1963-04-09 00:00:00;1963-04-08;6.1;Y
1963-04-09 00:00:01;1963-04-10 00:00:00;1963-04-09;5.5;Y
1963-04-10 00:00:01;1963-04-11 00:00:00;1963-04-10;1.1;Y
1963-04-11 00:00:01;1963-04-12 00:00:00;1963-04-11;3.5;Y
1963-04-12 00:00:01;1963-04-13 00:00:00;1963-04-12;2.9;Y
1963-04-13 00:00:01;1963-04-14 00:00:00;1963-04-13;5.6;Y
1963-04-14 00:00:01;1963-04-15 00:00:00;1963-04-14;5.2;Y
1963-04-15 00:00:01;1963-04-16 00:00:00;1963-04-15;6.1;Y
1963-04-16 00:00:01;1963-04-17 00:00:00;1963-04-16;6.0;Y
1963-04-17 00:00:01;1963-04-18 00:00:00;1963-04-17;2.7;Y
1963-04-18 00:00:01;1963-04-19 00:00:00;1963-04-18;3.9;Y
1963-04-19 00:00:01;1963-04-20 00:00:00;1963-04-19;3.8;Y
1963-04-20 00:00:01;1963-04-21 00:00:00;1963-04-20;5.7;Y
1963-04-21 00:00:01;1963-04-22 00:00:00;1963-04-21;5.6;Y
1963-04-22 00:00:01;1963-04-23 00:00:00;1963-04-22;4.7;Y
1963-04-23 00:00:01;1963-04-24 00:00:00;1963-04-23;3.8;Y
1963-04-24 00:00:01;1963-04-25 00:00:00;1963-04-24;2.4;Y
1963-04-25 00:00:01;1963-04-26 00:00:00;1963-04-25;5.3;Y
1963-04-26 00:00:01;1963-04-27 00:00:00;1963-04-26;9.8;Y
1963-04-27 00:00:01;1963-04-28 00:00:00;1963-04-27;7.8;Y
1963-04-28 00:00:01;1963-04-29 00:00:00;1963-04-28;5.6;Y
1963-04-29 00:00:01;1963-04-30 00:00:00;1963-04-29;8.6;Y
1963-04-30 00:00:01;1963-05-01 00:00:00;1963-04-30;8.6;Y
1963-05-01 00:00:01;1963-05-02 00:00:00;1963-05-01;6.5;Y
1963-05-02 00:00:01;1963-05-03 00:00:00;1963-05-02;6.1;Y
1963-05-03 00:00:01;1963-05-04 00:00:00;1963-05-03;7.3;Y
1963-05-04 00:00:01;1963-05-05 00:00:00;1963-05-04;7.7;Y
1963-05-05 00:00:01;1963-05-06 00:00:00;1963-05-05;7.8;Y
1963-05-06 00:00:01;1963-05-07 00:00:00;1963-05-06;7.7;Y
1963-05-07 00:00:01;1963-05-08 00:00:00;1963-05-07;8.8;Y
1963-05-08 00:00:01;1963-05-09 00:00:00;1963-05-08;10.9;Y
1963-05-09 00:00:01;1963-05-10 00:00:00;1963-05-09;9.1;Y
1963-05-10 00:00:01;1963-05-11 00:00:00;1963-05-10;12.5;Y
1963-05-11 00:00:01;1963-05-12 00:00:00;1963-05-11;13.8;Y
1963-05-12 00:00:01;1963-05-13 00:00:00;1963-05-12;12.5;Y
1963-05-13 00:00:01;1963-05-14 00:00:00;1963-05-13;12.5;Y
1963-05-14 00:00:01;1963-05-15 00:00:00;1963-05-14;10.8;Y
1963-05-15 00:00:01;1963-05-16 00:00:00;1963-05-15;12.1;Y
1963-05-16 00:00:01;1963-05-17 00:00:00;1963-05-16;12.9;Y
1963-05-17 00:00:01;1963-05-18 00:00:00;1963-05-17;11.9;Y
1963-05-18 00:00:01;1963-05-19 00:00:00;1963-05-18;10.3;Y
1963-05-19 00:00:01;1963-05-20 00:00:00;1963-05-19;9.4;Y
1963-05-20 00:00:01;1963-05-21 00:00:00;1963-05-20;9.4;Y
1963-05-21 00:00:01;1963-05-22 00:00:00;1963-05-21;10.5;Y
1963-05-22 00:00:01;1963-05-23 00:00:00;1963-05-22;13.1;Y
1963-05-23 00:00:01;1963-05-24 00:00:00;1963-05-23;13.5;Y
1963-05-24 00:00:01;1963-05-25 00:00:00;1963-05-24;14.0;Y
1963-05-25 00:00:01;1963-05-26 00:00:00;1963-05-25;16.0;Y
1963-05-26 00:00:01;1963-05-27 00:00:00;1963-05-26;17.2;Y
1963-05-27 00:00:01;1963-05-28 00:00:00;1963-05-27;16.2;Y
1963-05-28 00:00:01;1963-05-29 00:00:00;1963-05-28;16.7;Y
1963-05-29 00:00:01;1963-05-30 00:00:00;1963-05-29;16.7;Y
1963-05-30 00:00:01;1963-05-31 00:00:00;1963-05-30;17.6;Y
1963-05-31 00:00:01;1963-06-01 00:00:00;1963-05-31;15.2;Y
1963-06-01 00:00:01;1963-06-02 00:00:00;1963-06-01;13.6;Y
1963-06-02 00:00:01;1963-06-03 00:00:00;1963-06-02;16.1;Y
1963-06-03 00:00:01;1963-06-04 00:00:00;1963-06-03;15.7;Y
1963-06-04 00:00:01;1963-06-05 00:00:00;1963-06-04;12.7;Y
1963-06-05 00:00:01;1963-06-06 00:00:00;1963-06-05;14.8;Y
1963-06-06 00:00:01;1963-06-07 00:00:00;1963-06-06;18.4;Y
1963-06-07 00:00:01;1963-06-08 00:00:00;1963-06-07;17.1;Y
1963-06-08 00:00:01;1963-06-09 00:00:00;1963-06-08;17.0;Y
1963-06-09 00:00:01;1963-06-10 00:00:00;1963-06-09;17.0;Y
1963-06-10 00:00:01;1963-06-11 00:00:00;1963-06-10;16.9;Y
1963-06-11 00:00:01;1963-06-12 00:00:00;1963-06-11;17.5;Y
1963-06-12 00:00:01;1963-06-13 00:00:00;1963-06-12;15.1;Y
1963-06-13 00:00:01;1963-06-14 00:00:00;1963-06-13;13.6;Y
1963-06-14 00:00:01;1963-06-15 00:00:00;1963-06-14;13.2;Y
1963-06-15 00:00:01;1963-06-16 00:00:00;1963-06-15;14.1;Y
1963-06-16 00:00:01;1963-06-17 00:00:00;1963-06-16;14.5;Y
1963-06-17 00:00:01;1963-06-18 00:00:00;1963-06-17;15.3;Y
1963-06-18 00:00:01;1963-06-19 00:00:00;1963-06-18;17.3;Y
1963-06-19 00:00:01;1963-06-20 00:00:00;1963-06-19;15.7;Y
1963-06-20 00:00:01;1963-06-21 00:00:00;1963-06-20;15.4;Y
1963-06-21 00:00:01;1963-06-22 00:00:00;1963-06-21;14.7;Y
1963-06-22 00:00:01;1963-06-23 00:00:00;1963-06-22;14.4;Y
1963-06-23 00:00:01;1963-06-24 00:00:00;1963-06-23;15.0;Y
1963-06-24 00:00:01;1963-06-25 00:00:00;1963-06-24;14.6;Y
1963-06-25 00:00:01;1963-06-26 00:00:00;1963-06-25;15.2;Y
1963-06-26 00:00:01;1963-06-27 00:00:00;1963-06-26;13.8;Y
1963-06-27 00:00:01;1963-06-28 00:00:00;1963-06-27;14.7;Y
1963-06-28 00:00:01;1963-06-29 00:00:00;1963-06-28;15.9;Y
1963-06-29 00:00:01;1963-06-30 00:00:00;1963-06-29;16.9;Y
1963-06-30 00:00:01;1963-07-01 00:00:00;1963-06-30;18.5;Y
1963-07-01 00:00:01;1963-07-02 00:00:00;1963-07-01;19.6;Y
1963-07-02 00:00:01;1963-07-03 00:00:00;1963-07-02;19.5;Y
1963-07-03 00:00:01;1963-07-04 00:00:00;1963-07-03;21.4;Y
1963-07-04 00:00:01;1963-07-05 00:00:00;1963-07-04;21.2;Y
1963-07-05 00:00:01;1963-07-06 00:00:00;1963-07-05;22.8;Y
1963-07-06 00:00:01;1963-07-07 00:00:00;1963-07-06;20.0;Y
1963-07-07 00:00:01;1963-07-08 00:00:00;1963-07-07;15.6;Y
1963-07-08 00:00:01;1963-07-09 00:00:00;1963-07-08;15.5;Y
1963-07-09 00:00:01;1963-07-10 00:00:00;1963-07-09;15.4;Y
1963-07-10 00:00:01;1963-07-11 00:00:00;1963-07-10;14.9;Y
1963-07-11 00:00:01;1963-07-12 00:00:00;1963-07-11;14.2;Y
1963-07-12 00:00:01;1963-07-13 00:00:00;1963-07-12;13.5;Y
1963-07-13 00:00:01;1963-07-14 00:00:00;1963-07-13;15.7;Y
1963-07-14 00:00:01;1963-07-15 00:00:00;1963-07-14;15.1;Y
1963-07-15 00:00:01;1963-07-16 00:00:00;1963-07-15;17.2;Y
1963-07-16 00:00:01;1963-07-17 00:00:00;1963-07-16;17.1;Y
1963-07-17 00:00:01;1963-07-18 00:00:00;1963-07-17;16.4;Y
1963-07-18 00:00:01;1963-07-19 00:00:00;1963-07-18;16.9;Y
1963-07-19 00:00:01;1963-07-20 00:00:00;1963-07-19;16.7;Y
1963-07-20 00:00:01;1963-07-21 00:00:00;1963-07-20;17.5;Y
1963-07-21 00:00:01;1963-07-22 00:00:00;1963-07-21;17.3;Y
1963-07-22 00:00:01;1963-07-23 00:00:00;1963-07-22;18.4;Y
1963-07-23 00:00:01;1963-07-24 00:00:00;1963-07-23;19.6;Y
1963-07-24 00:00:01;1963-07-25 00:00:00;1963-07-24;17.4;Y
1963-07-25 00:00:01;1963-07-26 00:00:00;1963-07-25;20.0;Y
1963-07-26 00:00:01;1963-07-27 00:00:00;1963-07-26;16.7;Y
1963-07-27 00:00:01;1963-07-28 00:00:00;1963-07-27;14.5;Y
1963-07-28 00:00:01;1963-07-29 00:00:00;1963-07-28;16.6;Y
1963-07-29 00:00:01;1963-07-30 00:00:00;1963-07-29;15.0;Y
1963-07-30 00:00:01;1963-07-31 00:00:00;1963-07-30;16.6;Y
1963-07-31 00:00:01;1963-08-01 00:00:00;1963-07-31;20.0;Y
1963-08-01 00:00:01;1963-08-02 00:00:00;1963-08-01;21.0;Y
1963-08-02 00:00:01;1963-08-03 00:00:00;1963-08-02;20.5;Y
1963-08-03 00:00:01;1963-08-04 00:00:00;1963-08-03;19.8;Y
1963-08-04 00:00:01;1963-08-05 00:00:00;1963-08-04;17.8;Y
1963-08-05 00:00:01;1963-08-06 00:00:00;1963-08-05;18.5;Y
1963-08-06 00:00:01;1963-08-07 00:00:00;1963-08-06;18.3;Y
1963-08-07 00:00:01;1963-08-08 00:00:00;1963-08-07;17.2;Y
1963-08-08 00:00:01;1963-08-09 00:00:00;1963-08-08;17.3;Y
1963-08-09 00:00:01;1963-08-10 00:00:00;1963-08-09;18.5;Y
1963-08-10 00:00:01;1963-08-11 00:00:00;1963-08-10;13.6;Y
1963-08-11 00:00:01;1963-08-12 00:00:00;1963-08-11;14.0;Y
1963-08-12 00:00:01;1963-08-13 00:00:00;1963-08-12;15.8;Y
1963-08-13 00:00:01;1963-08-14 00:00:00;1963-08-13;16.9;Y
1963-08-14 00:00:01;1963-08-15 00:00:00;1963-08-14;15.4;Y
1963-08-15 00:00:01;1963-08-16 00:00:00;1963-08-15;16.9;Y
1963-08-16 00:00:01;1963-08-17 00:00:00;1963-08-16;14.7;Y
1963-08-17 00:00:01;1963-08-18 00:00:00;1963-08-17;15.9;Y
1963-08-18 00:00:01;1963-08-19 00:00:00;1963-08-18;16.0;Y
1963-08-19 00:00:01;1963-08-20 00:00:00;1963-08-19;15.3;Y
1963-08-20 00:00:01;1963-08-21 00:00:00;1963-08-20;14.6;Y
1963-08-21 00:00:01;1963-08-22 00:00:00;1963-08-21;14.6;Y
1963-08-22 00:00:01;1963-08-23 00:00:00;1963-08-22;13.5;Y
1963-08-23 00:00:01;1963-08-24 00:00:00;1963-08-23;15.2;Y
1963-08-24 00:00:01;1963-08-25 00:00:00;1963-08-24;15.3;Y
1963-08-25 00:00:01;1963-08-26 00:00:00;1963-08-25;14.7;Y
1963-08-26 00:00:01;1963-08-27 00:00:00;1963-08-26;14.8;Y
1963-08-27 00:00:01;1963-08-28 00:00:00;1963-08-27;16.3;Y
1963-08-28 00:00:01;1963-08-29 00:00:00;1963-08-28;16.2;Y
1963-08-29 00:00:01;1963-08-30 00:00:00;1963-08-29;12.5;Y
1963-08-30 00:00:01;1963-08-31 00:00:00;1963-08-30;14.7;Y
1963-08-31 00:00:01;1963-09-01 00:00:00;1963-08-31;13.6;Y
1963-09-01 00:00:01;1963-09-02 00:00:00;1963-09-01;15.2;Y
1963-09-02 00:00:01;1963-09-03 00:00:00;1963-09-02;17.1;Y
1963-09-03 00:00:01;1963-09-04 00:00:00;1963-09-03;18.2;Y
1963-09-04 00:00:01;1963-09-05 00:00:00;1963-09-04;15.1;Y
1963-09-05 00:00:01;1963-09-06 00:00:00;1963-09-05;13.6;Y
1963-09-06 00:00:01;1963-09-07 00:00:00;1963-09-06;13.9;Y
1963-09-07 00:00:01;1963-09-08 00:00:00;1963-09-07;14.6;Y
1963-09-08 00:00:01;1963-09-09 00:00:00;1963-09-08;13.0;Y
1963-09-09 00:00:01;1963-09-10 00:00:00;1963-09-09;13.7;Y
1963-09-10 00:00:01;1963-09-11 00:00:00;1963-09-10;13.5;Y
1963-09-11 00:00:01;1963-09-12 00:00:00;1963-09-11;12.7;Y
1963-09-12 00:00:01;1963-09-13 00:00:00;1963-09-12;12.7;Y
1963-09-13 00:00:01;1963-09-14 00:00:00;1963-09-13;12.3;Y
1963-09-14 00:00:01;1963-09-15 00:00:00;1963-09-14;13.6;Y
1963-09-15 00:00:01;1963-09-16 00:00:00;1963-09-15;14.0;Y
1963-09-16 00:00:01;1963-09-17 00:00:00;1963-09-16;16.7;Y
1963-09-17 00:00:01;1963-09-18 00:00:00;1963-09-17;15.1;Y
1963-09-18 00:00:01;1963-09-19 00:00:00;1963-09-18;12.0;Y
1963-09-19 00:00:01;1963-09-20 00:00:00;1963-09-19;9.0;Y
1963-09-20 00:00:01;1963-09-21 00:00:00;1963-09-20;8.4;Y
1963-09-21 00:00:01;1963-09-22 00:00:00;1963-09-21;9.6;Y
1963-09-22 00:00:01;1963-09-23 00:00:00;1963-09-22;9.6;Y
1963-09-23 00:00:01;1963-09-24 00:00:00;1963-09-23;13.2;Y
1963-09-24 00:00:01;1963-09-25 00:00:00;1963-09-24;12.7;Y
1963-09-25 00:00:01;1963-09-26 00:00:00;1963-09-25;15.2;Y
1963-09-26 00:00:01;1963-09-27 00:00:00;1963-09-26;11.7;Y
1963-09-27 00:00:01;1963-09-28 00:00:00;1963-09-27;10.3;Y
1963-09-28 00:00:01;1963-09-29 00:00:00;1963-09-28;9.8;Y
1963-09-29 00:00:01;1963-09-30 00:00:00;1963-09-29;8.9;Y
1963-09-30 00:00:01;1963-10-01 00:00:00;1963-09-30;9.2;Y
1963-10-01 00:00:01;1963-10-02 00:00:00;1963-10-01;8.6;Y
1963-10-02 00:00:01;1963-10-03 00:00:00;1963-10-02;9.5;Y
1963-10-03 00:00:01;1963-10-04 00:00:00;1963-10-03;9.2;Y
1963-10-04 00:00:01;1963-10-05 00:00:00;1963-10-04;8.0;Y
1963-10-05 00:00:01;1963-10-06 00:00:00;1963-10-05;8.2;Y
